,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
726,messagegroupqueue  load  message  messagestore  memory  upon  first  call  poll,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
727,filetransferringmessagehandler  add  support  writing  file  temporary  directory  current  implementation  writes  file  configurable  suffix  directory  current  sftp  customersusers  prefer  use  temporary  directory  file  must  moved  temporary  directory  destination  directory  written  successfully  handle  case  created  customized  filetransferringmessagehandler  interested  change  made  please  let  know,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,improve  simplemessagestore  address  concurrency  issue  resulted  int2221  placeholder  provide  detail  later  simple  fix,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,come  strategy  handling  serialization  temp  channel  see  comment,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
730,add  ability  supply  procedure  name  message  header  andor  using  spel  would  possible  supply  stored  procedure  name  one  stored  procedure  adapter  stored  procedure  gateway  dynamically  instead  predefining  configuration  example  would  possible  supply  one  message  header  extract  message  using  spel  need  able  run  different  stored  procedure  exactly  signature  integer  return  value  thanks,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
731,add  support  full  restful  requestmappings  http  inbound  adapter  info  see  springmvc  reference  manual,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
732,parameterize  filetransferringmessagehandler  also  need  remove  warning  several  test  method  change  made  filetransferringmessagehandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,ammr  add  managedoperation  setchannelmappings  would  useful  could  used  replace  mapping  dynamic  router  consider  supported  command  processor  using  control  bus  consider  adding  simply  adding  enables  capability  using  custom  converter  fix  test  sure  want  include  robust  version  converter  perhaps  converter  candidate  core,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
734,add  containerclass  option  messagedrivenchanneladapter  container  definition  jms  module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,tcp  client  connectionfactory  failover  provide  mechanism  say  comma  delimited  list  allow  client  tcpconnectionfactory  fail  alternative  host  option  missing  use  port  port  attribute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,allow  message  id  set  using  custom  deserializer  created  mailing  gateway  application  configured  follows  working  fine  transformer  creating  serializable  able  serialize  deserialize  entire  however  order  send  html  email  common  requirement  need  replace  serializable  answer  replace  deserializer  custom  implementation  custom  implementation  populate  serializable  object  property  need  along  serialized  deserialize  need  create  new  set  payload  new  restore  header  currently  doesnt  work  create  new  specifying  new  id  get  generated  mean  existing  message  database  doesnt  get  removed  picked  poller  outbound  mail  adaptor  keep  sending  fix  must  allow  id  specified  need  code  say  suggests  set  complete  deserialization  message  header  together  done  therefore  seems  reasonable  custom  deserializers  supplied  also  able  restore  id  cloned  github  repo  made  following  code  change  however  cause  test  failure  clearly  considered  important  id  cannot  set  said  last  reply  forum  functionality  seems  odds  allowing  flexible  custom  deserializers,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
737,file  outboundchanneladapter  add  ability  append  file  filename  given  already  exists  application  read  xml  message  queue  writes  flat  file  naming  convention  use  flat  file  limit  u  writing  one  file  per  second  file  allowed  multiple  commadelimited  line  filename  included  datetime  second  dictated  third  party  application  practical  rewrite  entire  application  spring  batch  change  made  configure  fileoutboundchanneladapter  allow  append  file  name  generated  filenamegenerator,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
738,increase  timeoutdiagnostics  gemfire  wont  start  test,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739,support  objectname  pattern  jmx  notificationlisteningchanneladapter  currently  listens  single  mbean  given  payload  message  produced  adapter  notification  object  normally  contains  objectname  source  object  single  adapter  could  create  listener  multiple  mbeans  using  method  find  mbeans  matching  supplied  pattern,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
740,provide  way  pas  variable  line  script  currently  way  pas  custom  variable  bind  inline  script  reason  element  contains  value  cannot  also  child  currently  need  bind  variable  payload  header  create  external  script  reference  would  convenient  injecting  resolved  property  placeholder  bean  simple  script  im  thinking  something  along  line  p  namespace  note  component  groovy  support  scripting  support,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741,additional  orderly  shutdown  behavior  implemented  orderly  shutdown  many  component  three  known  remaining  issue  1  tcp  adapter  stopped  hard  socket  closed  mean  inflight  tcp  requestresponse  scenario  fail  reply  cannot  written  2  udp  adapter  may  cause  error  message  executor  thread  may  interrupted  3  attempt  made  orderly  shutdown  message  running  external  eg  container  thread  http  inbound  endpoint  suggest  adding  two  method  orderlyshutdowncapable  interface  used  inform  endpoint  http  tcp  accept  incoming  request  leaving  inflight  request  process  time  quiesce  called  shutdown  delay  attempt  force  stop  tcp  endpoint  report  http  request  still  inflight,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
742,improve  groovy  control  bus  avoid  overhead  script  variable  initialization  managed  bean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
743,add  transaction  management  support  delayhandlers  schedule  task,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
744,use  webservicetemplate  marshalling  method  marshallingwebserviceoutboundgateway  testing  spring  integration  application  us  getting  unable  internalize  message  error  service  request  sent  able  fix  error  overriding  method  call  method  addition  fixing  problem  would  also  eliminate  need  class  essentially  duplicating  functionality  already  available,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
745,improve  file  overwrite  handling  file  outbound  channel  adapter  recently  added  support  file  appends  order  improve  behavior  remove  append  attribute  replace  new  enumeration  called  mode  providing  following  option  replace  default  setting  append  functionality  fail  raise  exception  file  already  exists  new  ignore  silently  ignore  message  payload  file  destination  file  already  exists  new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,reply  destination  expression  jmsoutboundgateway  possible  set  reply  destination  jms  outbound  gateway  expression  like  requestdestinationexpression,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
747,add  support  uri  templating  wsoutboundgateway  transport  supported  spring  w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,expose  serializer  setting  redis  outbound  channel  adapter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
749,core  xsd  schema  allow  id  attribute  element  within  chain  allow  id  attribute  noncore  component  within  element  however  core  xsd  schema  allow  id  attribute  set  need  relax  requirement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
750,redis  zset  support  score  increment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751,make  stringredistemplate  default  outbound  channel  adapter  update  collection  current  default  redistemplate  us  jdk  serialization  key  value  hashkeys  hashvalues  stringredistemplate  seems  like  better  default  especially  key  considering  enduser  always  reference  redistemplate  update  various  serializers  default  instance  ie  providing  one  explicitly  using  stringredistemplate  default  convenient,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
752,support  transaction  synchronization  polled  channel  factory  currently  ignored  configured  poller  used  poll  channel,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
753,queuechannel  method  available  jmx  enabled  enabling  imbe  wrap  proxy  hide  queuebased  method  clear  purge  channel  injected  pollablechannel  consider  adding  another  interface  eg  defining  method  implement  given  framework  class  subclassing  create  subinterface  implement,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,fix  code  tangle,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
755,add  support  jackson  21  jsontoobjecttransformer  objecttojsontransformer  add  support  jackson,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
756,add  support  addingremoving  individual  recipient  recipientlistrouter  need  support  adding  removing  recipient  dynamically  well  possibly  support  rlr  recipient  initial  state  typical  use  case  registering  interest  something  part  message  example  dynamic  recipient  could  created  following  selector  expression  also  copying  email  content  regarding  seems  like  simplest  thing  could  provide  addrecipient  method  although  wed  probably  want  expose  take  string  expression  string  channel  name  opposed  current  recipient  object  pair  messagechannel  instance  messageselector  instance  string  would  better  also  add  let  driven  via  control  bus  although  maybe  wed  even  want  parse  single  string  maybe  extend  recipientlistrouter  new  dynamicrecipientlistrouter  class  provide  one  explicit  channel  dynamic  configuration  command  probably  need  support  removal  list  also  far  rlr  0  recipient  think  message  would  dropped  way  dropped  pubsub  channel  subscriber  essentially  rlr  play  role  selectorbased  pubsub  channel  logic  selector  channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757,improve  tcp  socket  timeout  handling  used  gateway  gateway  socket  may  time  prematurely  consider  outbound  gateway  connection  factory  creates  socket  sotimeout  10  second  gateway  remotetimeout  10  second  t0  client  sends  message  immediately  receives  response  t5  client  sends  message  server  take  6  second  respond  sotimeout  cause  socket  throw  sockettimeoutexception  t10  client  timeout  t15  reply  t11  fail  written  used  requestreply  scenario  tcpconnection  wait  2  sotimeout  interval  last  send  socket  occurred  within  first  interval,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758,support  localdirectoryexpression  sftp  outbound  gateway  currently  use  gateway  l  recursively  list  remote  file  get  command  flatten  directory  locally  adding  support  expression  localdirectory  could  support  reconstructing  directory  tree  locally,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,filter  shouldnt  discarding  within  requesthandleradvicechain  configure  something  like  surprised  advice  waiting  discardflow  completed  gary  assign  dont  see  right  solution  thanks,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
760,conditional  expression  evaluation  within  loggerchanneladapter  better  evaluate  expression  logginghandler  corresponding  log  level  enabled,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761,enhance  dispatcher  subscriber  channel  xxx  include  context  id  application  us  multiple  context  channel  name  challenging  determine  context  exception  occurred  adding  context  id  message  allow  easier  debugging  application  set  context  id,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762,make  abstractreplyproducingmessagehandleroninit  final  custom  method  like  docustominit  make  final  custom  method  like  noop  abstract  class  prevent  mistake  created  user  extending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,add  rename  mv  sftp  gateway,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
764,add  phase  abstract  adapter  parser  currently  parsed  also  parse  even  consider  pulling  given  would  benign  subclass  par  adapter  doesnt  declare  attribute,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765,consider  adding  mechanism  control  number  subscriber  directchannel  globally  number  feature  might  benefit  ability  set  default  behavior  even  application  level  example  see  int2285  globally  limit  number  subscriber  1  instead  effectively  infinity  also  default  behavior  late  reply  arrive,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
766,add  redis  queue  channel  adapter,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
767,add  header  enrichment  enricher  allows  expression  individual  header  allow  invoking  subflow  like  retrieve  multiple  value  multiple  header  consider  enhancing  allow  header  set  well  payload  property  might  overlap  simple  headerenricher  seems  logical  allow  enrichment  entire  message  including  payload  header  single  component  pojo  transformer  example,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
768,http  outbound  gateway  missing  uri  variable  provider  currently  http  outbound  gateway  expects  hardcoded  map  uri  variable  multiplexing  different  message  currently  way  declaring  variable  dynamically  invoking  spel  expression  providing  factory  method  scenario  gateway  method1  setting  header  url  feeding  http  outbound  gateway  current  system  requires  http  outbound  gateway  preset  uria  urib  improved  version  would  make  httpgateway  ask  helper  method  provide  uri  variable  dynamically  run  time  fashion  similar  able  craft  uri  via  urlexpression,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
769,abstractremotefileoutboundgateway  add  support  put  currently  upload  file  supported  implement  put  mput,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
770,imapidlechanneladapter  possibility  add  new  feature  imapidlechanneladapter  throw  exceptionerror  reconnection  happned  mailimapstimeout  given  timeperiod  writing  integration  component  read  email  2010  exchange  server  creates  service  ticket  behalf  customer  initially  used  inboundchanneladapter  read  email  exchange  server  working  fine  day  facing  issue  time  exchange  server  available  due  infrastructure  issue  time  seeing  connection  issue  exchange  server  cluster  configuration  two  situation  channel  adapter  facing  issue  read  message  inbox  see  log  position  say  went  wrong  support  team  doesnt  know  happening  come  added  configuration  using  errorchannnel  message  able  notify  support  team  imapidlechanneladapter  rich  feature  started  using  imapidlechanneladapter  using  able  recive  errormessage  connection  dropped  imapidlechanneladapter  currently  writing  warn  message  trying  reconenct  possibility  add  new  feature  imapidlechanneladapter  throw  exceptionerror  reconnection  happned  given  timeperiod,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
771,provide  hook  easily  configure  custom  propertyaccessors  spel  evaluationcontext  even  look  easy  add  custom  via  need  configure  registered  ac  frameworkand  need  hook  inherit  custom  parent  ac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
772,add  outofthebox  jsonpath  spel  function  add  spel  function  provide  test  show  used,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
773,mongodbmessagestore  provide  setter  messagetemplate  would  really  usefull  could  provide  setter  since  common  set  singleton  messagetemplate  configured  custom  convertor  mongo  writeconcern  policy,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0
774,add  support  maxnumberofresultsexpression,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
775,improve  groovyscriptexecutingmessageprocessor  performance  avoid  synchronization  possible,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
776,recursive  lsmget  sftp  gateway  remote  file  gateway  support  use  retrieving  file  get  mget  would  useful  able  recursive  mget  remote  directory  also  support  retrieval  full  directory  tree  l  add  recursive  l  mget  command,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
777,expose  redisqueuemessagedrivenendpointrecoveryinterval  property  namespace  support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
778,add  simple  get  remotefileoperations  current  method  requires  message  callback  add  case  message  available  rather  forcing  creation  message  purpose,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
779,provide  integration  configuration  abstraction  using  springfactoriesloader,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
780,abstractmessagechannelunicastingdispatcher  improvement  channel  move  payload  conversion  interceptor  inside  try  block  exception  wrapped  messagingexception  necessary  iterate  empty  datatypes  iterate  empty  interceptor  dispatcher  remove  readwrite  lock  around  load  balancer  needed  optimize  single  handler  skip  load  balancer,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
781,add  messagebuilderfactory  strategy  add  strategy  add  context  default  return  existing  wont  renamed  provide  backwards  compatibility  provide  optional  return  createsmodified  normal  user  application  continue  use  default  specialized  use  case  high  volume  ingestion  use  care,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
782,add  reference  documentation  jdbc  ica  selectsqlparametersource  currently  undocumented  aside  schema,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
783,add  listbacked  redis  message  group  store  queuechannel  use  current  maintains  message  group  single  key  group  id  particularly  efficient  store  used  back  especially  message  accumulate  channel  implement  specialized  purpose  backed  key  ed  similar  optimization  previously  made  jdbc,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,provide  globalchannelinterceptor  support,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785,provide  integrationconverter  support,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
786,provide  enableintegrationmbeanexport  support  similat  registration  bean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
787,provide  factorybean  builder  javaconfig  analog  securedchannels,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,implicit  channel  creation  channel  interceptor  eagerly  instantiates  interceptor  provided  constructor  injection  mean  thisdoesnt  work  bpp  created  run  doesnt  exist  yet  change  bpp  lazily  load  interceptor  first  instantiated  also  make  sure  bpp  fetch  ensure  run  first  channel  initializer  run  channel  created  using  configuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
789,improve  mongodbmessagestore  properly  storerestore  existing  message  implementation,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
790,add  gemfire  metadatastore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
791,rework  jmsxml  module  xsd  enumeration  requires  good  deal  rework  parser  jms  acknowledge  cache  mode  xmlresult  type  deferred  41,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
792,improve  aggregator  performance  avoid  fetching  message  consideration  release  strategy  subclass  aggregator  either  wire  reference  consider  using  swap  class  name  bean  definition,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
793,consider  lazy  resolving  messagechannels  integration  component  lifecycle  start  afterpropertiesset,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
794,pointtopointsubscribableamqpchannel  declare  queue  queuename  provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,add  statuscodeexpression  attribute  http  inboundchanneladapter  add  statuscodeexpression  attribute  http  inboundchanneladapter  would  allow  developer  override  default  200  returned  channel  adapter,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
796,orderly  shutdown  improvement  using  orderly  shutdown  dont  stop  scheduler  executor  beginning  might  midflow  polled  channel  stop  inbound  endpoint,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
797,support  outputchannel  abstractcorrelatingmessagehandler  refd  service  activator  original  title  refactor  aggregatorresequencer  arpmh,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
798,implement  support  async  paho  client  mqtt  adapter  see  question,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
799,add  reactor  promise  gateway  return  type  support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,remove  final  modifier  abstractendpointstoprunnable  callback  callback  invoked  immediately  preventing  subclass  deferring  callback  invocation,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
801,jmx  counter  use  atomicinteger  small  roll  leading  inaccurate  statistic  use  atomicinteger  class  jmx  osimonitor  package  mean  application  consume  lot  event  counter  roll  relatively  short  space  time  atomiclong  would  better  replacement,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
802,adding  support  packetextension  xmpp  outbound  adapter  currently  format  xmpp  message  hard  coded  handlemessageinternal  method  chatmessagesendingmessagehandler  would  useful  expose  support  custom  formatting  message  currently  smack  support  packetextension  workaround  exploit  behaviour  handlemessageinternal  simple  pas  message  payload  type  orgjivesoftwaresmackpacketmessage  however  explicitly  cited  documentation  may  change  future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
803,add  expression  setter  component  string  expression  variant  exist,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
804,spca  invoke  lifecyclestart  stop  messagesource  implement  lifecycle  support  flushing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
805,optimize  performance  filewritingmessagehandler  performance  slow  setting  would  helpful  class  could  optimized  perform  better  use  case  user  always  want  write  file  timestampbased  file  name  multiple  message  given  flow  info  specific  use  case  performance  timing  found  reference  url  jira  thing  perhaps  consider  offering  expose  attribute  let  user  tweak  optimization  expose  attribute  expose  attribute  global  setting  default  value  documentation  added  method  newly  exposed  method  make  user  aware  risk  data  loss  event  power  failure  data  buffered  memory,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
806,use  channelresolvers  instead  beanfactory  support  java  dsl  several  component  set  allow  late  binding  channel  name  code  access  directly  instead  using  precludes  configuration  alternative  channel  resolver  example  xd  might  want  configure  route  discarded  message  named  channel  order  xd  could  configure  bean  found  module  deployment  way  thing  applies  possibly  component  however  generalize  use  channel  resolver  everywhere  late  channel  binding  added  could  even  consider  backporting  41x  given  low  risk  change,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
807,publish  atcpserverconnectionexceptionevent  server  socket  error  currently  published  exception  occur  established  socket  even  published  server  socket  error  bind  error  add  new  event  type  publish  exception,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808,remove  selfclosing  tcp  behavior  move  singleuse  connection  closing  connection  user  connection  endpoint,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,add  process  barrier  component  several  use  case  come  desirable  suspend  thread  eg  container  thread  delay  message  acknowledgement  async  activity  completed  see  referenced  stack  overflow  questionanswer  one  use  case  consider  adding  new  component  eg  whereby  thread  suspended  message  correlation  arrives  case  suspended  thread  need  message  could  say  send  collection  two  message  output  channel  course  cited  use  case  output  aggregator  would  sent  barrier  release  container  thread  need  mechanism  signaling  message  cause  suspended  thread  throw  exception  perhaps  payload  releasing  message,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
810,bridgehandler  dont  create  new  message  override  returning  false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,add  property  disable  log  level  checking  channel  handler  extreme  data  flow  call  show  highest  cpu  cost  passing  channel  message  handler  since  management  feature  stats  etc  outside  jmx  could  add  boolean  object  used  avoid  call  setting  would  effectively  disable  framework  logging  component  could  still  enabled  runtime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
812,transaction  configuration  nonpolling  inbound  adaptersgateways  reference  documentation  appendix  c  read  6  mechanism  initiate  message  flow  could  split  2  general  category  message  flow  initiated  user  process  example  scenario  category  would  invoking  gateway  method  explicitly  sending  message  messagechannel  word  message  flow  depend  third  party  process  eg  code  wrote  initiated  message  flow  initiated  daemon  process  example  scenario  category  would  poller  polling  message  queue  initiate  new  message  flow  polled  message  scheduler  scheduling  process  creating  new  message  initiating  message  flow  predefined  time  clearly  gateway  belong  1st  category  inbound  adaptersgateways  scheduler  poller  belong  2nd  documentation  say  user  process  initiated  message  flow  transaction  context  reasonably  started  process  daemon  process  initiated  one  way  tell  spring  integration  start  new  transaction  context  process  triggered  needed  transaction  configured  pollers  perfectly  reasonable  however  inbound  adaptersgateways  per  statement  considered  daemonlike  process  message  flow  initiator  push  adaptersgateways  pull  one  hence  work  poller  concrete  example  receives  incoming  request  exposed  web  service  example  might  http  inbound  gatewayadapter  jms  one  however  jms  concept  transacted  acknowledgement  protocol  level  two  something  like  concrete  chain  like  soap  message  w  inboundgateway  directchannel  jdbc  outbound  gateway  receive  soap  message  store  database  make  si  start  transaction  soon  soap  message  received  think  two  possibility  insert  gateway  two  adapter  nothing  except  starting  transaction  write  good  amount  xml  configuration  set  aop  advice  start  transaction  upon  call  receiving  method  w  inbound  gateway  first  solution  sound  like  workaround  second  one  quite  complex  least  introduces  lot  noise  simple  scenario  think,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
813,http  inbound  gateway  timeout  currently  http  inbound  gateway  return  200  ok  invoke  error  flow  present  timeout  return  500  default  allow  customization  eg  504,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
814,dmlc  set  sessiontransacted  true  default  dmlc  without  transacted  session  cause  message  loss,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
815,upgrade  smack  41  see  linked  jira  intext195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816,stomp  adapter  improvement  see  aftermerge  discussion,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
817,udp  output  unicast  communication  server  datagram  socket  given  spring  application  work  udp  server  using  udp  inbound  channel  adapter  client  application  work  behind  nat  server  sends  unicast  message  client  behind  nat  client  behind  nat  receives  unicast  message  order  achieve  scenario  udp  outbound  channel  adapter  must  use  udp  inbound  adapter  server  socket  outgoing  packet  source  port  incoming  packet  destination  port,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
818,ftpsession  allow  list  listnames  without  path  requires  path  passed  list  listnames  method  path  must  text  underlying  apache  ftp  client  allows  file  listing  performed  without  path  performed  default  folder  logging  ftp  server  ftp  protocol  also  allow  list  command  performed  without  explicit  folder  path  currently  integrating  two  commercial  ftp  server  require  list  performed  without  folder  path  cant  achieve  current  version  ftpsession  im  happy  make  code  enhancement  perform  pull  request  reference  would  change  line  66  75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
819,add  simpleskippolladvice,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
820,inthttpinbound  contenttype  hello  imported  springintbasichttp  example  ran  request  using  fiddler  url  request  header  snapshotreceivegateway  response  blank  add  request  header  contenttype  textplain  get  response  server  please  help  client  application  hitting  url  without  passing  contenttype  hence  unable  read  request  body,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
821,jms  springintegration  use  spring  boot  autoconfigured  connectionfactory  actual  behavior  spring  boot  detects  jms  implementation  autoconfigures  bean  named  however  spring  integration  expect  bean  search  bean  named  expected  behaviour  spring  integration  detect  created  spring  boot  autoconfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
822,add  preservetimestamp  filewritingmessagehandler,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
823,expose  runtime  object  model  map  see  barrier  sample  add  getters  needed  avoid  need  reflection,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
824,update  remote  file  permission  sftp  file  adapter  using  spring  integration  sftp  outbound  adapter  sftp  file  remote  server  receiver  mentioned  file  ftp  need  readwrite  permission  currently  supported  spring  integration,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,support  extract  payload  map  header  amqpbacked  channel  currently  amqpbacked  channel  dont  provide  option  map  message  serialize  entire  message  work  serializable  payload,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
826,get  rid  explicit  script  class  name  rely  groovyclassloader  logic  class  name  isnt  provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
827,logginghandler  add  level  variant  ctor  provide  expression  variant  setter  better  javaconfig  support,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
828,globalchannelinterceptor  property  placeholder  add  bean  definition  wrapper  ppc  run  ensure  run  property  resolved  document  limitation  use  spel  instead  see  referenced  question,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
829,directory  repeatly  defined  watchservicedirectoryscanner  intfileinboundchanneladapter  requires  defined  constructor  scanner  injected  attribute  defined  think  checking  rule  relaxed  developer  defined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,consider  adding  errorchannel  source  object  map  gateway  messageproducers  pollers,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,let  wiretap  resolve  target  message  channel  later  via  provided  channelname  isntead  instance,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
832,add  chainnode  polledchainnode  object  graph  include  list  name  type  pair  handler  chain  property,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
833,add  router  support  graph,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,consider  improvment  idempotentreceiverinterceptor  java  config  usage  update  distinguish  advice  apply  properly  handlemessage,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
835,rmioutboundgateway  need  facilitate  propagation  security  context  spring  security  remoting  provides  class  factory  similar  custom  implementation  injected  spring  security  context  propagated  rmi  client  remote  rmi  server  thread  allow  configuration  security  context  propagated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
836,ease  customization  jdbc  message  store  make  simpler  customize  query,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
